Commodity,APMC,Year,Month,min_price,max_price,APMC_commodity,fluct_price
maize(corn.),ahmednagar,2016,September,1100,1745,ahmednagar+maize(corn.),754
maize(corn.),amarawati,2015,September,500,650,amarawati+maize(corn.),200
maize(corn.),amarawati,2016,September,1000,1300,amarawati+maize(corn.),440
maize(corn.),amarawati-fruit and vegetables,2016,September,971,1229,amarawati-fruit and vegetables+maize(corn.),382
maize(corn.),aurangabad,2014,November,675,1000,aurangabad+maize(corn.),325
maize(corn.),aurangabad,2015,May,856,1722,aurangabad+maize(corn.),1122
maize(corn.),aurangabad,2016,September,1000,1367,aurangabad+maize(corn.),434
maize(corn.),jalgaon,2014,September,1000,1160,jalgaon+maize(corn.),390
maize(corn.),jalgaon,2015,September,800,1140,jalgaon+maize(corn.),380
maize(corn.),jalgaon,2016,September,1100,1889,jalgaon+maize(corn.),789
maize(corn.),kolhapur,2015,September,780,1414,kolhapur+maize(corn.),968
maize(corn.),kolhapur,2016,September,1238,1950,kolhapur+maize(corn.),1200
maize(corn.),manchar,2015,September,700,1110,manchar+maize(corn.),410
maize(corn.),manchar,2016,March,922,1660,manchar+maize(corn.),738
maize(corn.),nagpur,2016,August,567,817,nagpur+maize(corn.),250
maize(corn.),ramtek,2016,September,917,1167,ramtek+maize(corn.),250
maize(corn.),shrirampur,2015,September,800,1000,shrirampur+maize(corn.),200
maize(corn.),shrirampur,2016,January,800,1000,shrirampur+maize(corn.),200
maize(corn.),vadgaon peth,2015,April,400,500,vadgaon peth+maize(corn.),100
male goat,bhivandi,2016,March,7000,8000,bhivandi+male goat,2000
male goat,junnar (bhlhe),2016,November,3000,8000,junnar (bhlhe)+male goat,5000
male lamb,khamgaon,2016,August,2000,4000,khamgaon+male lamb,2000
male lamb,palus,2016,January,1700,6400,palus+male lamb,4700
male lamb,sakri,2016,November,2500,4000,sakri+male lamb,1500
mango,amarawati,2016,May,3306,5212,amarawati+mango,1906
mango,amarawati-fruit and vegetables,2016,May,3406,5758,amarawati-fruit and vegetables+mango,2352
mango,aurangabad,2015,May,1884,5958,aurangabad+mango,4074
mango,aurangabad,2016,May,3127,7327,aurangabad+mango,4200
mango,barshi,2015,May,400,700,barshi+mango,300
mango,barshi,2016,May,2200,3500,barshi+mango,1300
mango,chandrapur,2015,June,1245,3800,chandrapur+mango,2750
mango,chandrapur,2016,May,2706,7071,chandrapur+mango,4696
mango,jalgaon,2015,May,2500,4512,jalgaon+mango,2259
mango,jalgaon,2016,May,3500,7000,jalgaon+mango,3500
mango,kalyan,2015,June,4500,5000,kalyan+mango,573
mango,kalyan,2016,May,4200,5400,kalyan+mango,1200
mango,kamthi,2015,May,3577,8875,kamthi+mango,5750
mango,kamthi,2016,May,2271,7235,kamthi+mango,4964
mango,karad,2015,May,4312,5980,karad+mango,1668
mango,karad,2016,June,3806,5125,karad+mango,1319
mango,kolhapur,2015,May,1766,4265,kolhapur+mango,3258
mango,kolhapur,2016,May,3129,13282,kolhapur+mango,10153
mango,mumbai-fruit market,2016,November,3000,4560,mumbai-fruit market+mango,2360
mango,nagpur,2015,May,1976,3416,nagpur+mango,1467
mango,nagpur,2016,May,2824,4284,nagpur+mango,1517
mango,nashik,2016,May,3816,7438,nashik+mango,3622
mango,nashik-devlali,2016,May,3500,5060,nashik-devlali+mango,1680
mango,osmanabad,2015,May,1450,4050,osmanabad+mango,2700
mango,osmanabad,2016,May,2500,4750,osmanabad+mango,2500
mango,pune,2015,July,1000,2500,pune+mango,1500
mango,rahuri,2016,May,360,9000,rahuri+mango,8683
mango,ramtek,2015,June,1500,2000,ramtek+mango,500
mango,ramtek,2016,May,3000,4000,ramtek+mango,1000
mango,sangli-phale bhajipalam,2016,July,2670,5944,sangli-phale bhajipalam+mango,3274
mango,shrirampur,2015,May,3500,4417,shrirampur+mango,980
mango,shrirampur,2016,May,3786,4786,shrirampur+mango,1000
mango(raw),ahmednagar,2016,May,1619,3176,ahmednagar+mango(raw),1557
mango(raw),amarawati,2016,June,3250,4250,amarawati+mango(raw),1000
mango(raw),aurangabad,2015,May,1229,1843,aurangabad+mango(raw),744
mango(raw),aurangabad,2016,May,2882,3491,aurangabad+mango(raw),822
mango(raw),chandrapur-ganjwad,2016,May,1080,2000,chandrapur-ganjwad+mango(raw),1000
mango(raw),jalgaon,2015,May,2100,2920,jalgaon+mango(raw),1072
mango(raw),jalgaon,2016,May,2783,4667,jalgaon+mango(raw),1884
mango(raw),junnar-otur,2016,June,1000,1835,junnar-otur+mango(raw),1088
mango(raw),manchar,2016,June,2800,3200,manchar+mango(raw),793
mango(raw),nagpur,2015,May,2895,3257,nagpur+mango(raw),400
mango(raw),nagpur,2016,May,3782,4255,nagpur+mango(raw),600
mango(raw),nashik,2016,May,2187,3438,nashik+mango(raw),1375
mango(raw),pune,2015,May,1000,4348,pune+mango(raw),3348
mango(raw),pune,2016,September,2250,4177,pune+mango(raw),2215
mango(raw),pune-manjri,2015,May,1500,2000,pune-manjri+mango(raw),667
mango(raw),pune-manjri,2016,May,1600,2600,pune-manjri+mango(raw),1000
mango(raw),pune-moshi,2016,May,3333,3333,pune-moshi+mango(raw),833
mango(raw),pune-pimpri,2015,May,2050,2050,pune-pimpri+mango(raw),230
mango(raw),pune-pimpri,2016,May,3200,3200,pune-pimpri+mango(raw),322
mango(raw),rahata,2015,May,1333,1667,rahata+mango(raw),334
mango(raw),rahata,2016,May,3125,3500,rahata+mango(raw),375
mango(raw),shahapur,2015,May,2000,2500,shahapur+mango(raw),638
mango(raw),shahapur,2016,May,1639,2109,shahapur+mango(raw),470
mango(raw),shrirampur,2015,May,2500,3500,shrirampur+mango(raw),1000
mango(raw),shrirampur,2016,May,2217,2913,shrirampur+mango(raw),696
math (bhaji),ahmednagar,2016,April,5,13,ahmednagar+math (bhaji),8
math (bhaji),akluj,2015,June,10,15,akluj+math (bhaji),5
math (bhaji),akluj,2016,July,205,407,akluj+math (bhaji),202
math (bhaji),amarawati,2014,December,1345,1545,amarawati+math (bhaji),200
math (bhaji),amarawati,2015,October,2588,2763,amarawati+math (bhaji),228
math (bhaji),amarawati,2016,September,3929,4486,amarawati+math (bhaji),557
math (bhaji),aurangabad,2014,September,500,700,aurangabad+math (bhaji),200
math (bhaji),aurangabad,2015,September,500,800,aurangabad+math (bhaji),300
math (bhaji),aurangabad,2016,May,600,1200,aurangabad+math (bhaji),600
math (bhaji),chalisgaon,2016,July,1365,2490,chalisgaon+math (bhaji),1125
math (bhaji),chandrapur-ganjwad,2014,October,1910,2960,chandrapur-ganjwad+math (bhaji),1050
math (bhaji),chandrapur-ganjwad,2015,March,1000,1700,chandrapur-ganjwad+math (bhaji),700
math (bhaji),chandrapur-ganjwad,2016,October,2000,3000,chandrapur-ganjwad+math (bhaji),1000
math (bhaji),chandvad,2016,November,5,9,chandvad+math (bhaji),4
math (bhaji),junnar (narayangaon),2014,December,2351,6137,junnar (narayangaon)+math (bhaji),3786
math (bhaji),junnar (narayangaon),2016,October,1001,4001,junnar (narayangaon)+math (bhaji),3000
math (bhaji),kalyan,2015,November,7,9,kalyan+math (bhaji),2
math (bhaji),kalyan,2016,November,800,1200,kalyan+math (bhaji),400
math (bhaji),karad,2015,May,200,300,karad+math (bhaji),100
math (bhaji),khed-chakan,2015,December,800,1100,khed-chakan+math (bhaji),300
math (bhaji),khed-chakan,2016,September,1300,1800,khed-chakan+math (bhaji),800
math (bhaji),kolhapur,2016,September,2927,6761,kolhapur+math (bhaji),3834
math (bhaji),manchar,2015,September,851,4451,manchar+math (bhaji),3946
math (bhaji),nagpur,2014,September,3132,3672,nagpur+math (bhaji),540
math (bhaji),nagpur,2015,September,2815,3369,nagpur+math (bhaji),554
math (bhaji),nagpur,2016,September,3318,4276,nagpur+math (bhaji),958
math (bhaji),osmanabad,2016,June,1050,1550,osmanabad+math (bhaji),500
math (bhaji),pandharpur,2014,September,1000,2083,pandharpur+math (bhaji),1583
math (bhaji),pandharpur,2015,May,875,1500,pandharpur+math (bhaji),957
math (bhaji),phaltan,2016,July,2,5,phaltan+math (bhaji),3
math (bhaji),pune,2014,November,4,8,pune+math (bhaji),4
math (bhaji),pune-pimpri,2015,June,6,7,pune-pimpri+math (bhaji),2
math (bhaji),pune-pimpri,2016,October,7,11,pune-pimpri+math (bhaji),7
math (bhaji),rahata,2015,September,10,10,rahata+math (bhaji),2
math (bhaji),ratanagari,2014,November,12,14,ratanagari+math (bhaji),2
math (bhaji),ratanagari,2015,March,4,6,ratanagari+math (bhaji),2
math (bhaji),ratanagari,2016,October,8,10,ratanagari+math (bhaji),2
math (bhaji),shrirampur,2016,June,20,30,shrirampur+math (bhaji),10
math (bhaji),vadgaon peth,2014,September,6,8,vadgaon peth+math (bhaji),2
math (bhaji),vadgaon peth,2015,September,3,5,vadgaon peth+math (bhaji),2
math (bhaji),vadgaon peth,2016,January,4,7,vadgaon peth+math (bhaji),3
math (bhaji),vai,2015,October,1200,1500,vai+math (bhaji),300
math (bhaji),vai,2016,November,1500,2000,vai+math (bhaji),500
matki,ahmednagar,2015,November,9000,9000,ahmednagar+matki,334
matki,ahmednagar,2016,September,9000,9000,ahmednagar+matki,500
matki,chalisgaon,2015,March,6500,8000,chalisgaon+matki,1500
matki,chalisgaon,2016,March,6200,7734,chalisgaon+matki,2000
matki,devala,2015,November,8800,8800,devala+matki,717
matki,devala,2016,September,6715,6831,devala+matki,720
matki,dhule,2014,September,5912,6190,dhule+matki,713
matki,dhule,2015,September,7349,7707,dhule+matki,1753
matki,dhule,2016,September,6761,7243,dhule+matki,554
matki,dondaicha,2014,September,6728,6824,dondaicha+matki,633
matki,dondaicha,2015,October,8000,8000,dondaicha+matki,2101
matki,dondaicha,2016,May,5956,6903,dondaicha+matki,1116
matki,dondaicha-sindkheda,2015,December,6342,7282,dondaicha-sindkheda+matki,940
matki,dondaicha-sindkheda,2016,May,4767,6815,dondaicha-sindkheda+matki,2133
matki,gevrai,2014,September,6869,6894,gevrai+matki,63
matki,gevrai,2015,May,7800,7800,gevrai+matki,650
matki,indapur-bhigwan,2014,November,2000,5300,indapur-bhigwan+matki,3300
matki,indapur-bhigwan,2016,October,7301,7500,indapur-bhigwan+matki,1800
matki,kalamb (os),2015,November,7900,7990,kalamb (os)+matki,90
matki,kalvan,2016,June,5700,6000,kalvan+matki,300
matki,kalyan,2015,September,9000,11000,kalyan+matki,4000
matki,kalyan,2016,September,6333,9167,kalyan+matki,2917
matki,malegaon,2014,September,6501,6501,malegaon+matki,867
matki,malegaon,2015,November,8068,8076,malegaon+matki,3252
matki,malegaon,2016,March,5217,7905,malegaon+matki,2688
matki,mangalwedha,2015,May,8700,8700,mangalwedha+matki,320
matki,nandurbar,2015,May,7189,7189,nandurbar+matki,75
matki,nandurbar,2016,January,7000,7000,nandurbar+matki,200
matki,sangali,2014,September,5567,11567,sangali+matki,6000
matki,sangali,2015,September,5900,9767,sangali+matki,3914
matki,sangali,2016,September,6594,9765,sangali+matki,3477
matki,shahada,2015,January,6400,6799,shahada+matki,400
matki,shevgaon-bodhegaon,2016,November,7000,7000,shevgaon-bodhegaon+matki,71
matki,shirpur,2014,September,6650,7288,shirpur+matki,638
matki,shirpur,2015,October,7600,8022,shirpur+matki,1966
matki,shirpur,2016,October,6074,7550,shirpur+matki,2669
matki,sinner,2014,September,6701,6801,sinner+matki,100
matki,sinner,2015,October,8500,8500,sinner+matki,631
matki,sinner,2016,September,6200,7498,sinner+matki,1524
matki,solapur,2014,September,5982,6631,solapur+matki,952
matki,solapur,2015,September,7700,8900,solapur+matki,1900
matki,solapur,2016,September,6950,15288,solapur+matki,9615
melon,amarawati,2016,May,986,1286,amarawati+melon,423
melon,amarawati-fruit and vegetables,2016,May,1800,2000,amarawati-fruit and vegetables+melon,418
melon,aurangabad,2014,October,400,500,aurangabad+melon,100
melon,aurangabad,2015,March,900,1000,aurangabad+melon,200
melon,jalgaon,2014,October,500,850,jalgaon+melon,350
melon,jalgaon,2015,May,858,1325,jalgaon+melon,514
melon,jalgaon,2016,May,1186,1736,jalgaon+melon,567
melon,kolhapur,2015,September,2030,2744,kolhapur+melon,966
melon,kolhapur,2016,March,2000,2500,kolhapur+melon,875
melon,mumbai,2014,September,1788,2371,mumbai+melon,583
melon,mumbai,2015,September,1854,2375,mumbai+melon,758
melon,mumbai,2016,May,932,1862,mumbai+melon,1027
melon,mumbai-fruit market,2016,September,2100,2300,mumbai-fruit market+melon,967
melon,nagpur,2015,May,633,790,nagpur+melon,260
melon,nagpur,2016,May,867,1067,nagpur+melon,250
melon,nashik,2015,March,750,1625,nashik+melon,900
melon,nashik,2016,September,950,1983,nashik+melon,1100
melon,nashik-devlali,2016,May,875,1200,nashik-devlali+melon,325
melon,rahata,2015,May,400,400,rahata+melon,100
melon,rahata,2016,July,500,500,rahata+melon,50
melon,rahuri,2016,May,292,1458,rahuri+melon,1166
melon,ramtek,2016,April,1000,1200,ramtek+melon,200
methi (bhaji),amarawati-fruit and vegetables,2016,September,3791,4287,amarawati-fruit and vegetables+methi (bhaji),496
methi (bhaji),barshi,2014,September,400,700,barshi+methi (bhaji),300
methi (bhaji),barshi,2015,October,700,1500,barshi+methi (bhaji),800
methi (bhaji),barshi,2016,September,908,1950,barshi+methi (bhaji),1042
methi (bhaji),jalgaon,2014,November,1477,2482,jalgaon+methi (bhaji),1005
methi (bhaji),jalgaon,2015,September,2158,3511,jalgaon+methi (bhaji),1522
methi (bhaji),jalgaon,2016,September,3239,4750,jalgaon+methi (bhaji),1650
methi (bhaji),kalmeshwar,2014,November,1507,1676,kalmeshwar+methi (bhaji),457
methi (bhaji),kalmeshwar,2015,October,1859,2088,kalmeshwar+methi (bhaji),229
methi (bhaji),kalmeshwar,2016,November,2200,2467,kalmeshwar+methi (bhaji),325
methi (bhaji),kamthi,2014,December,1374,2870,kamthi+methi (bhaji),1496
methi (bhaji),kamthi,2015,November,1683,3683,kamthi+methi (bhaji),2000
methi (bhaji),kamthi,2016,September,2413,4017,kamthi+methi (bhaji),1604
methi (bhaji),khed,2016,June,1000,1351,khed+methi (bhaji),351
methi (bhaji),khed (shel pimpalgaon),2014,September,701,1005,khed (shel pimpalgaon)+methi (bhaji),304
methi (bhaji),manchar,2014,September,670,2053,manchar+methi (bhaji),1383
methi (bhaji),manchar,2015,September,1083,2405,manchar+methi (bhaji),1725
methi (bhaji),manchar,2016,January,463,1679,manchar+methi (bhaji),1216
methi (bhaji),manmad,2016,July,344,1394,manmad+methi (bhaji),1050
methi (bhaji),nashik,2014,September,1036,3282,nashik+methi (bhaji),2246
methi (bhaji),nashik,2015,November,1390,2571,nashik+methi (bhaji),1300
methi (bhaji),nashik,2016,September,2763,4807,nashik+methi (bhaji),2170
methi (bhaji),nashik-devlali,2016,September,1761,2878,nashik-devlali+methi (bhaji),1117
methi (bhaji),navapur,2016,September,2750,3000,navapur+methi (bhaji),500
methi (bhaji),pune-manjri,2014,September,1376,3653,pune-manjri+methi (bhaji),2277
methi (bhaji),pune-manjri,2015,November,1243,3300,pune-manjri+methi (bhaji),2057
methi (bhaji),pune-manjri,2016,September,2078,4277,pune-manjri+methi (bhaji),2390
methi (bhaji),pune-moshi,2016,July,15,20,pune-moshi+methi (bhaji),5
methi (bhaji),solapur,2014,October,100,600,solapur+methi (bhaji),500
methi (bhaji),solapur,2015,June,700,1400,solapur+methi (bhaji),700
methi (bhaji),vadgaon peth,2014,October,5,7,vadgaon peth+methi (bhaji),2
methi (bhaji),vadgaon peth,2015,November,5,7,vadgaon peth+methi (bhaji),2
methi (bhaji),vadgaon peth,2016,October,9,15,vadgaon peth+methi (bhaji),6
mint,kamthi,2014,September,2789,5053,kamthi+mint,2700
mint,kamthi,2015,September,2000,4864,kamthi+mint,3364
mint,kamthi,2016,September,1980,3260,kamthi+mint,1560
mint,nashik,2014,September,186,457,nashik+mint,271
mint,nashik,2016,September,348,545,nashik+mint,306
mint,nashik-devlali,2016,October,900,1900,nashik-devlali+mint,1000
mint,pune-manjri,2014,September,0,1800,pune-manjri+mint,1800
mint,pune-manjri,2016,September,1800,1838,pune-manjri+mint,1800
mosambi,ahmednagar,2015,December,1250,3250,ahmednagar+mosambi,2000
mosambi,amarawati,2014,December,1700,2231,amarawati+mosambi,531
mosambi,amarawati,2015,September,2385,2877,amarawati+mosambi,650
mosambi,amarawati,2016,September,3357,4357,amarawati+mosambi,1246
mosambi,amarawati-fruit and vegetables,2016,September,2881,4366,amarawati-fruit and vegetables+mosambi,1485
mosambi,aurangabad,2014,September,1408,2542,aurangabad+mosambi,1438
mosambi,aurangabad,2015,September,2721,8568,aurangabad+mosambi,5847
mosambi,aurangabad,2016,September,3423,5000,aurangabad+mosambi,2204
mosambi,barshi,2015,November,400,600,barshi+mosambi,300
mosambi,barshi,2016,September,350,550,barshi+mosambi,200
mosambi,chandrapur,2014,September,1627,2982,chandrapur+mosambi,1410
mosambi,chandrapur,2015,September,2600,3250,chandrapur+mosambi,1367
mosambi,chandrapur,2016,September,3250,5333,chandrapur+mosambi,2250
mosambi,jalgaon,2014,September,1250,2600,jalgaon+mosambi,1350
mosambi,jalgaon,2015,September,2233,4167,jalgaon+mosambi,2100
mosambi,jalgaon,2016,September,2667,5000,jalgaon+mosambi,2500
mosambi,jalna,2014,September,857,1696,jalna+mosambi,839
mosambi,jalna,2015,September,1700,2550,jalna+mosambi,926
mosambi,jalna,2016,September,2208,3348,jalna+mosambi,1190
mosambi,kalyan,2015,September,2929,4086,kalyan+mosambi,1157
mosambi,kalyan,2016,September,3708,4492,kalyan+mosambi,1133
mosambi,kamthi,2014,September,1760,3267,kamthi+mosambi,1680
mosambi,kamthi,2015,September,1200,3000,kamthi+mosambi,2400
mosambi,kamthi,2016,October,2300,3620,kamthi+mosambi,1400
mosambi,karad,2015,March,3077,4577,karad+mosambi,1562
mosambi,katol,2015,March,1290,1698,katol+mosambi,450
mosambi,katol,2016,October,3000,3533,katol+mosambi,766
mosambi,kolhapur,2015,September,1708,6577,kolhapur+mosambi,4869
mosambi,kolhapur,2016,September,2875,6747,kolhapur+mosambi,4640
mosambi,mumbai,2014,September,1529,2754,mumbai+mosambi,1225
mosambi,mumbai,2015,September,1060,3088,mumbai+mosambi,2088
mosambi,mumbai,2016,May,1091,2607,mumbai+mosambi,1607
mosambi,mumbai-fruit market,2016,September,1722,2536,mumbai-fruit market+mosambi,1518
mosambi,nagpur,2014,September,1177,2240,nagpur+mosambi,1250
mosambi,nagpur,2015,September,2143,2950,nagpur+mosambi,1650
mosambi,nagpur,2016,September,2932,3424,nagpur+mosambi,492
mosambi,nashik,2014,November,900,2563,nashik+mosambi,1663
mosambi,nashik,2015,November,2067,4150,nashik+mosambi,2083
mosambi,nashik,2016,September,2250,5250,nashik+mosambi,3000
mosambi,paithan,2016,September,1173,3229,paithan+mosambi,2056
mosambi,rahuri,2016,January,367,1167,rahuri+mosambi,800
mosambi,ramtek,2015,October,1933,2133,ramtek+mosambi,200
mosambi,sangli-phale bhajipalam,2015,September,1500,4028,sangli-phale bhajipalam+mosambi,2674
mosambi,sangli-phale bhajipalam,2016,September,3059,6206,sangli-phale bhajipalam+mosambi,3500
mosambi,shrirampur,2014,September,1528,2167,shrirampur+mosambi,639
mosambi,shrirampur,2015,September,2500,3500,shrirampur+mosambi,1200
mosambi,shrirampur,2016,September,3500,4250,shrirampur+mosambi,1025
mosambi,solapur,2015,July,200,1500,solapur+mosambi,1380
mosambi,solapur,2016,February,200,1200,solapur+mosambi,1000
mosambi,varud,2014,October,1200,2100,varud+mosambi,900
mosambi,varud,2015,October,1100,1739,varud+mosambi,639
mosambi,varud-rajura bazar,2015,October,1100,1800,varud-rajura bazar+mosambi,700
mula shenga,solapur,2015,February,1176,2506,solapur+mula shenga,1330
mustard,achalpur,2015,May,3308,3308,achalpur+mustard,100
mustard,achalpur,2016,May,3525,4075,achalpur+mustard,550
mustard,akola,2015,September,3111,3300,akola+mustard,300
mustard,ausa,2014,October,3301,3352,ausa+mustard,51
mustard,ausa,2015,May,3701,3701,ausa+mustard,125
mustard,bhandara,2016,March,2575,2588,bhandara+mustard,13
mustard,bhiwapur,2016,February,2500,2600,bhiwapur+mustard,100
mustard,chikhali,2015,March,3300,3400,chikhali+mustard,100
mustard,chikhali,2016,June,3617,3783,chikhali+mustard,166
mustard,gevrai,2015,September,3650,3700,gevrai+mustard,211
mustard,gevrai,2016,September,4000,4000,gevrai+mustard,350
mustard,jalna,2015,October,3800,3800,jalna+mustard,162
mustard,kalamb (os),2015,September,3751,3751,kalamb (os)+mustard,7
mustard,khamgaon,2015,November,3243,3350,khamgaon+mustard,400
mustard,lakhandur,2016,March,3040,3040,lakhandur+mustard,25
mustard,lasur station,2015,May,3765,3827,lasur station+mustard,91
mustard,shegaon,2014,September,2833,2836,shegaon+mustard,72
mustard,shegaon,2015,September,3367,3589,shegaon+mustard,375
mustard,shegaon,2016,September,3350,3436,shegaon+mustard,120
mustard,shrirampur,2015,October,3726,3726,shrirampur+mustard,206
mustard,sillod,2015,November,3300,3400,sillod+mustard,100
mustard,sillod,2016,September,4250,4500,sillod+mustard,400
mustard,sillod-bharadi,2016,March,4159,4200,sillod-bharadi+mustard,400
mustard,sinner,2015,March,3151,3851,sinner+mustard,700
mustard,umared,2015,September,3346,3563,umared+mustard,369
mustard,umared,2016,November,3500,3500,umared+mustard,165
mustard,umarga,2015,March,3800,4200,umarga+mustard,400
mustard,varud-rajura bazar,2015,May,3175,3250,varud-rajura bazar+mustard,125
mustard,washim,2014,September,3700,3900,washim+mustard,200
mustard,washim,2015,September,3900,3900,washim+mustard,116
mustard,washim,2016,May,3838,3838,washim+mustard,23
naspatti ,amarawati,2016,July,2100,3100,amarawati+naspatti ,1000
naspatti ,amarawati-fruit and vegetables,2016,July,1917,2914,amarawati-fruit and vegetables+naspatti ,1000
naspatti ,chandrapur,2016,September,2500,4000,chandrapur+naspatti ,1500
naspatti ,mumbai-fruit market,2016,September,1400,1800,mumbai-fruit market+naspatti ,400
neem-seed,ahmedpur,2015,September,756,778,ahmedpur+neem-seed,29
neem-seed,ahmedpur,2016,July,840,850,ahmedpur+neem-seed,10
neem-seed,barshi,2015,September,937,937,barshi+neem-seed,121
neem-seed,barshi,2016,June,1100,1125,barshi+neem-seed,250
neem-seed,ghansawangi,2015,July,463,613,ghansawangi+neem-seed,200
neem-seed,ghansawangi,2016,June,600,750,ghansawangi+neem-seed,150
neem-seed,jalna,2015,July,538,784,jalna+neem-seed,275
neem-seed,jalna,2016,June,885,1172,jalna+neem-seed,450
neem-seed,khamgaon,2015,September,750,1004,khamgaon+neem-seed,265
neem-seed,khamgaon,2016,June,951,1182,khamgaon+neem-seed,231
neem-seed,lonar,2015,July,704,761,lonar+neem-seed,83
neem-seed,lonar,2016,June,1081,1144,lonar+neem-seed,63
neem-seed,partur,2015,July,448,554,partur+neem-seed,106
neem-seed,sindkhed raja,2016,June,500,700,sindkhed raja+neem-seed,200
niger-seed,kalamb (os),2016,November,2100,2931,kalamb (os)+niger-seed,831
niger-seed,kille dharur,2015,March,4000,4050,kille dharur+niger-seed,50
niger-seed,kille dharur,2016,January,4599,4625,kille dharur+niger-seed,26
niger-seed,umarga,2014,October,3934,4037,umarga+niger-seed,103
nolkol,nagpur,2015,March,500,600,nagpur+nolkol,100
nolkol,pune,2015,March,500,700,pune+nolkol,200
nolkol,pune,2016,September,540,867,pune+nolkol,367
onion,ahmednagar,2014,October,145,2350,ahmednagar+onion,2250
onion,ahmednagar,2015,November,500,3390,ahmednagar+onion,3050
onion,ahmednagar,2016,September,110,1425,ahmednagar+onion,1325
onion,akluj,2014,September,1200,1936,akluj+onion,784
onion,akluj,2015,May,1247,2353,akluj+onion,1453
onion,akluj,2016,September,386,883,akluj+onion,552
onion,akole,2014,September,238,2222,akole+onion,2022
onion,akole,2015,October,780,3720,akole+onion,2940
onion,akole,2016,September,159,1418,akole+onion,1305
onion,amalner,2016,June,185,715,amalner+onion,530
onion,amarawati,2014,December,1388,1779,amarawati+onion,391
onion,amarawati,2015,October,2171,3100,amarawati+onion,1130
onion,amarawati,2016,September,655,1296,amarawati+onion,696
onion,amarawati-fruit and vegetables,2016,September,659,1141,amarawati-fruit and vegetables+onion,713
onion,aurangabad,2015,October,972,2700,aurangabad+onion,2098
onion,aurangabad,2016,November,337,1393,aurangabad+onion,1056
onion,baramati,2014,September,850,2100,baramati+onion,1602
onion,baramati,2015,October,717,3184,baramati+onion,2651
onion,baramati,2016,September,217,1119,baramati+onion,926
onion,barshi,2014,September,199,1776,barshi+onion,1626
onion,barshi,2015,October,1542,3327,barshi+onion,2733
onion,barshi,2016,May,248,964,barshi+onion,904
onion,bhivandi,2015,October,2050,2800,bhivandi+onion,750
onion,bhivandi,2016,June,850,1042,bhivandi+onion,279
onion,chalisgaon,2016,October,451,943,chalisgaon+onion,643
onion,chandrapur,2015,June,1233,1833,chandrapur+onion,600
onion,chandrapur,2016,July,600,1200,chandrapur+onion,700
onion,chandrapur-ganjwad,2014,November,1079,2200,chandrapur-ganjwad+onion,1121
onion,chandrapur-ganjwad,2015,October,1814,2665,chandrapur-ganjwad+onion,1498
onion,chandrapur-ganjwad,2016,September,785,1168,chandrapur-ganjwad+onion,604
onion,chandvad,2014,September,565,1673,chandvad+onion,1441
onion,chandvad,2015,November,912,2417,chandvad+onion,1788
onion,chandvad,2016,October,438,1241,chandvad+onion,917
onion,devala,2014,September,809,1764,devala+onion,988
onion,devala,2015,November,1005,2379,devala+onion,1374
onion,devala,2016,October,477,1027,devala+onion,681
onion,dhule,2014,September,558,1904,dhule+onion,1428
onion,dhule,2015,October,628,2697,dhule+onion,2205
onion,dhule,2016,October,281,1124,dhule+onion,923
onion,dindori,2014,September,1100,1938,dindori+onion,838
onion,dindori,2015,May,1100,1849,dindori+onion,1001
onion,dindori,2016,May,585,853,dindori+onion,361
onion,dindori-vani,2014,September,1253,1814,dindori-vani+onion,849
onion,dindori-vani,2015,October,2027,3035,dindori-vani+onion,1694
onion,dindori-vani,2016,November,620,1018,dindori-vani+onion,463
onion,gangapur,2015,May,1288,4256,gangapur+onion,2968
onion,gangapur,2016,March,250,999,gangapur+onion,802
onion,indapur,2015,September,1436,3200,indapur+onion,2440
onion,indapur,2016,November,150,1263,indapur+onion,1161
onion,jalgaon,2014,September,802,1595,jalgaon+onion,1001
onion,jalgaon,2015,October,1222,2835,jalgaon+onion,1613
onion,jalgaon,2016,October,355,926,jalgaon+onion,583
onion,jamkhed,2014,December,133,2133,jamkhed+onion,2000
onion,jamkhed,2015,October,489,3606,jamkhed+onion,3117
onion,jamkhed,2016,November,142,1300,jamkhed+onion,1194
onion,junnar,2014,September,1275,2288,junnar+onion,1118
onion,junnar,2015,May,1350,2631,junnar+onion,1281
onion,junnar,2016,September,575,1035,junnar+onion,510
onion,junnar (alephata),2015,May,1213,1785,junnar (alephata)+onion,650
onion,junnar (alephata),2016,September,565,1093,junnar (alephata)+onion,716
onion,junnar-otur,2015,March,1338,1850,junnar-otur+onion,512
onion,junnar-otur,2016,October,583,1050,junnar-otur+onion,552
onion,kada,2014,October,433,1700,kada+onion,1400
onion,kada,2015,November,550,3833,kada+onion,3583
onion,kada,2016,October,150,975,kada+onion,825
onion,kalvan,2014,October,457,1900,kalvan+onion,1564
onion,kalvan,2015,November,800,2848,kalvan+onion,2171
onion,kalvan,2016,September,370,1024,kalvan+onion,797
onion,kalyan,2014,October,1533,1867,kalyan+onion,500
onion,kalyan,2015,March,1742,2308,kalyan+onion,700
onion,kalyan,2016,September,845,1061,kalyan+onion,374
onion,kamthi,2014,September,1214,2333,kamthi+onion,1222
onion,kamthi,2015,November,1619,2991,kamthi+onion,2382
onion,kamthi,2016,September,600,1025,kamthi+onion,591
onion,kannad,2015,May,1400,4000,kannad+onion,2600
